date,product,category,qty,price
2024-12-29,Huevos x30,Despensa,2,15965.84
2024-12-29,Jabon Barra,Aseo,1,3249.57
2024-12-29,Jugo Mango 300ml,Bebidas,7,3367.34
2024-12-29,Leche Entera 900ml,Lacteos,9,3638.2
2024-12-29,Lenteja 500g,Granos,2,4860.42
2024-12-29,Mani 50g,Snacks,2,3124.71
2024-12-29,Pan Blandito x5,Panaderia,7,3267.73
2024-12-29,Pan Tajado 500g,Panaderia,6,5823.32
2024-12-29,Papas 30g,Snacks,17,2725.74
2024-12-29,Papel Higienico x4,Aseo,1,9476.63
2024-12-29,Queso Campesino 250g,Lacteos,3,8077.8
2024-12-29,Sal 500g,Despensa,1,1959.94
2024-12-29,Yogurt Fresa 200ml,Lacteos,6,2548.28
2024-12-30,Aceite 1L,Despensa,1,15240.71
2024-12-30,Agua 600ml,Bebidas,10,2209.16
2024-12-30,Arroz 1kg,Despensa,5,4842.95
2024-12-30,Azucar 1kg,Despensa,3,4857.88
2024-12-30,Bebida Energetica 250ml,Bebidas,9,4135.14
2024-12-30,Cafe Molido 250g,Despensa,4,9572.21
2024-12-30,Cerveza Sixpack,Bebidas,3,15067.82
2024-12-30,Chitos 40g,Snacks,8,2756.41
2024-12-30,Chocolate 250g,Despensa,2,8052.06
2024-12-30,Detergente 500g,Aseo,3,7062.45
2024-12-30,Galletas Chocolate,Snacks,5,3446.92
2024-12-30,Gaseosa Cola 400ml,Bebidas,15,2972.91
2024-12-30,Gaseosa Manzana 400ml,Bebidas,12,2838.04
2024-12-30,Harina Trigo 1kg,Despensa,1,4237.13
2024-12-30,Huevos x30,Despensa,8,16611.68
2024-12-30,Jabon Barra,Aseo,4,3092.75
2024-12-30,Jugo Mango 300ml,Bebidas,4,3280.72
2024-12-30,Leche Entera 900ml,Lacteos,11,4211.47
2024-12-30,Lenteja 500g,Granos,2,4970.11
2024-12-30,Mani 50g,Snacks,4,2939.74
2024-12-30,Pan Blandito x5,Panaderia,8,3222.28
2024-12-30,Pan Tajado 500g,Panaderia,2,6109.86
2024-12-30,Papas 30g,Snacks,14,2559.54
2024-12-30,Papel Higienico x4,Aseo,3,9262.75
2024-12-30,Queso Campesino 250g,Lacteos,3,7370.63
2024-12-30,Sal 500g,Despensa,2,1941.24
2024-12-30,Yogurt Fresa 200ml,Lacteos,5,2543.12
2024-12-31,Aceite 1L,Despensa,2,15939.67
2024-12-31,Agua 600ml,Bebidas,12,2228.09
2024-12-31,Arroz 1kg,Despensa,5,4863.42
2024-12-31,Azucar 1kg,Despensa,3,4552.39
2024-12-31,Bebida Energetica 250ml,Bebidas,4,4232.19
2024-12-31,Cafe Molido 250g,Despensa,1,9444.26
2024-12-31,Cerveza Sixpack,Bebidas,5,15130.06
2024-12-31,Chitos 40g,Snacks,4,2481.15
2024-12-31,Chocolate 250g,Despensa,2,7798.48
2024-12-31,Detergente 500g,Aseo,4,6494.9
2024-12-31,Frijol 500g,Granos,5,5371.29
2024-12-31,Galletas Chocolate,Snacks,7,3466.48
2024-12-31,Gaseosa Cola 400ml,Bebidas,6,2938.6
2024-12-31,Gaseosa Manzana 400ml,Bebidas,7,2691.99
2024-12-31,Harina Trigo 1kg,Despensa,1,4302.39
2024-12-31,Huevos x30,Despensa,3,16518.83
2024-12-31,Jabon Barra,Aseo,5,3308.91
2024-12-31,Jugo Mango 300ml,Bebidas,6,3446.9
2024-12-31,Leche Entera 900ml,Lacteos,13,4144.82
2024-12-31,Lenteja 500g,Granos,5,5188.4
2024-12-31,Mani 50g,Snacks,2,3021.13
2024-12-31,Pan Blandito x5,Panaderia,6,3276.08
2024-12-31,Pan Tajado 500g,Panaderia,5,5719.56
2024-12-31,Papas 30g,Snacks,7,2755.55
2024-12-31,Papel Higienico x4,Aseo,1,9311.77
2024-12-31,Queso Campesino 250g,Lacteos,3,7608.98
2024-12-31,Sal 500g,Despensa,5,2030.92
2024-12-31,Yogurt Fresa 200ml,Lacteos,3,2694.94
2025-01-01,Aceite 1L,Despensa,7,16745.68
2025-01-01,Agua 600ml,Bebidas,9,2126.59
2025-01-01,Arroz 1kg,Despensa,2,4879.02
2025-01-01,Azucar 1kg,Despensa,2,4877.97
2025-01-01,Bebida Energetica 250ml,Bebidas,4,4374.71
2025-01-01,Cafe Molido 250g,Despensa,3,9529.45
2025-01-01,Cerveza Sixpack,Bebidas,3,14783.84
2025-01-01,Chitos 40g,Snacks,5,2695.69
2025-01-01,Chocolate 250g,Despensa,2,8202.21
2025-01-01,Detergente 500g,Aseo,3,6843.03
2025-01-01,Frijol 500g,Granos,2,5441.68
2025-01-01,Galletas Chocolate,Snacks,8,3623.09
2025-01-01,Gaseosa Cola 400ml,Bebidas,10,2913.12
2025-01-01,Gaseosa Manzana 400ml,Bebidas,11,2788.63
2025-01-01,Harina Trigo 1kg,Despensa,2,4086.6
2025-01-01,Huevos x30,Despensa,4,16597.49
2025-01-01,Jabon Barra,Aseo,4,3375.46
2025-01-01,Jugo Mango 300ml,Bebidas,7,2946.82
2025-01-01,Leche Entera 900ml,Lacteos,8,4178.64
2025-01-01,Lenteja 500g,Granos,2,4822.56
2025-01-01,Mani 50g,Snacks,2,2913.7
2025-01-01,Pan Blandito x5,Panaderia,5,2721.55
2025-01-01,Pan Tajado 500g,Panaderia,3,5601.46
2025-01-01,Papas 30g,Snacks,9,2638.1
2025-01-01,Papel Higienico x4,Aseo,2,9381.12
2025-01-01,Queso Campesino 250g,Lacteos,3,7678.55
2025-01-01,Sal 500g,Despensa,4,1733.6
2025-01-01,Yogurt Fresa 200ml,Lacteos,6,2636.54
2025-01-02,Aceite 1L,Despensa,2,17215.29
2025-01-02,Agua 600ml,Bebidas,7,2018.91
2025-01-02,Arroz 1kg,Despensa,5,5007.61
2025-01-02,Azucar 1kg,Despensa,9,4689.01
2025-01-02,Bebida Energetica 250ml,Bebidas,3,4519.22
2025-01-02,Cafe Molido 250g,Despensa,2,9490.84
2025-01-02,Cerveza Sixpack,Bebidas,4,14798.73
2025-01-02,Chocolate 250g,Despensa,3,8281.41
2025-01-02,Detergente 500g,Aseo,3,6551.33
2025-01-02,Frijol 500g,Granos,4,5135.43
2025-01-02,Galletas Chocolate,Snacks,4,3486.12
2025-01-02,Gaseosa Cola 400ml,Bebidas,15,2712.39
2025-01-02,Gaseosa Manzana 400ml,Bebidas,8,2862.85
2025-01-02,Harina Trigo 1kg,Despensa,4,4139.22
2025-01-02,Huevos x30,Despensa,2,16768.53
2025-01-02,Jabon Barra,Aseo,1,3267.36
2025-01-02,Jugo Mango 300ml,Bebidas,4,3527.23
2025-01-02,Leche Entera 900ml,Lacteos,6,4290.02
2025-01-02,Lenteja 500g,Granos,2,4915.22
2025-01-02,Mani 50g,Snacks,5,3055.09
2025-01-02,Pan Blandito x5,Panaderia,8,3319.27
2025-01-02,Pan Tajado 500g,Panaderia,5,5834.23
2025-01-02,Papas 30g,Snacks,10,2571.42
2025-01-02,Queso Campesino 250g,Lacteos,5,7134.35
2025-01-02,Yogurt Fresa 200ml,Lacteos,7,2672.0
2025-01-03,Aceite 1L,Despensa,2,15981.13
2025-01-03,Agua 600ml,Bebidas,8,2075.3
2025-01-03,Arroz 1kg,Despensa,8,4617.32
2025-01-03,Azucar 1kg,Despensa,4,4805.24
2025-01-03,Bebida Energetica 250ml,Bebidas,3,4648.68
2025-01-03,Cafe Molido 250g,Despensa,3,8771.72
2025-01-03,Cerveza Sixpack,Bebidas,3,14866.25
2025-01-03,Chitos 40g,Snacks,6,2730.09
2025-01-03,Detergente 500g,Aseo,2,6667.43
2025-01-03,Frijol 500g,Granos,2,5144.3
2025-01-03,Galletas Chocolate,Snacks,8,3435.97
2025-01-03,Gaseosa Cola 400ml,Bebidas,19,2973.56
2025-01-03,Gaseosa Manzana 400ml,Bebidas,12,2994.61
2025-01-03,Harina Trigo 1kg,Despensa,2,3969.83
2025-01-03,Huevos x30,Despensa,5,16869.41
2025-01-03,Jabon Barra,Aseo,2,3183.59
2025-01-03,Jugo Mango 300ml,Bebidas,10,3229.0
2025-01-03,Leche Entera 900ml,Lacteos,5,4193.56
2025-01-03,Lenteja 500g,Granos,4,5212.23
2025-01-03,Mani 50g,Snacks,5,2968.6
2025-01-03,Pan Blandito x5,Panaderia,3,3342.1
2025-01-03,Pan Tajado 500g,Panaderia,8,5448.5
2025-01-03,Papas 30g,Snacks,12,2755.54
2025-01-03,Papel Higienico x4,Aseo,2,9427.27
2025-01-03,Queso Campesino 250g,Lacteos,4,7333.96
2025-01-03,Yogurt Fresa 200ml,Lacteos,9,2701.75
2025-01-04,Aceite 1L,Despensa,2,15242.48
2025-01-04,Agua 600ml,Bebidas,8,2103.38
2025-01-04,Arroz 1kg,Despensa,6,4384.88
2025-01-04,Azucar 1kg,Despensa,2,4825.37
2025-01-04,Bebida Energetica 250ml,Bebidas,4,4339.59
2025-01-04,Cafe Molido 250g,Despensa,2,9080.89
2025-01-04,Cerveza Sixpack,Bebidas,8,15541.95
2025-01-04,Chitos 40g,Snacks,8,2813.72
2025-01-04,Chocolate 250g,Despensa,3,7893.48
2025-01-04,Detergente 500g,Aseo,2,6998.79
2025-01-04,Frijol 500g,Granos,3,5059.26
2025-01-04,Galletas Chocolate,Snacks,7,3587.98
2025-01-04,Gaseosa Cola 400ml,Bebidas,15,2917.86
2025-01-04,Gaseosa Manzana 400ml,Bebidas,14,2858.15
2025-01-04,Harina Trigo 1kg,Despensa,1,4283.97
2025-01-04,Huevos x30,Despensa,4,16430.35
2025-01-04,Jabon Barra,Aseo,2,3219.32
2025-01-04,Jugo Mango 300ml,Bebidas,6,3220.42
2025-01-04,Leche Entera 900ml,Lacteos,10,4354.25
2025-01-04,Mani 50g,Snacks,4,2863.23
2025-01-04,Pan Blandito x5,Panaderia,8,2735.06
2025-01-04,Pan Tajado 500g,Panaderia,5,5812.55
2025-01-04,Papas 30g,Snacks,11,2712.81
2025-01-04,Papel Higienico x4,Aseo,3,9597.11
2025-01-04,Queso Campesino 250g,Lacteos,3,6944.66
2025-01-04,Sal 500g,Despensa,3,1931.98
2025-01-04,Yogurt Fresa 200ml,Lacteos,14,2072.07
2025-01-05,Agua 600ml,Bebidas,13,2191.78
2025-01-05,Arroz 1kg,Despensa,6,4264.58
2025-01-05,Bebida Energetica 250ml,Bebidas,8,4698.9
2025-01-05,Cafe Molido 250g,Despensa,3,8684.03
2025-01-05,Cerveza Sixpack,Bebidas,3,14453.43
2025-01-05,Chitos 40g,Snacks,2,2602.69
2025-01-05,Chocolate 250g,Despensa,4,7984.69
2025-01-05,Detergente 500g,Aseo,1,6766.19
2025-01-05,Galletas Chocolate,Snacks,6,3507.83
2025-01-05,Gaseosa Cola 400ml,Bebidas,14,2905.62
2025-01-05,Gaseosa Manzana 400ml,Bebidas,11,2738.59
2025-01-05,Harina Trigo 1kg,Despensa,1,4280.25
2025-01-05,Huevos x30,Despensa,2,15733.93
2025-01-05,Jabon Barra,Aseo,1,3201.69
2025-01-05,Jugo Mango 300ml,Bebidas,7,3154.33
2025-01-05,Leche Entera 900ml,Lacteos,6,4125.01
2025-01-05,Lenteja 500g,Granos,2,4900.77
2025-01-05,Mani 50g,Snacks,5,3061.73
2025-01-05,Pan Blandito x5,Panaderia,3,3009.89
2025-01-05,Pan Tajado 500g,Panaderia,4,6270.07
2025-01-05,Papas 30g,Snacks,10,2396.59
2025-01-05,Papel Higienico x4,Aseo,1,9557.68
2025-01-05,Queso Campesino 250g,Lacteos,2,8013.86
2025-01-05,Sal 500g,Despensa,7,1812.5
2025-01-05,Yogurt Fresa 200ml,Lacteos,7,2628.08
2025-01-06,Aceite 1L,Despensa,4,16001.03
2025-01-06,Agua 600ml,Bebidas,10,1859.48
2025-01-06,Arroz 1kg,Despensa,7,4422.75
2025-01-06,Azucar 1kg,Despensa,2,4107.8
2025-01-06,Bebida Energetica 250ml,Bebidas,5,4469.75
2025-01-06,Cafe Molido 250g,Despensa,1,9451.07
2025-01-06,Cerveza Sixpack,Bebidas,8,15220.1
2025-01-06,Chitos 40g,Snacks,4,2606.99
2025-01-06,Chocolate 250g,Despensa,3,8186.75
2025-01-06,Galletas Chocolate,Snacks,6,3538.61
2025-01-06,Gaseosa Cola 400ml,Bebidas,10,2821.41
2025-01-06,Gaseosa Manzana 400ml,Bebidas,14,2824.41
2025-01-06,Harina Trigo 1kg,Despensa,2,4158.74
2025-01-06,Huevos x30,Despensa,4,16557.98
2025-01-06,Jabon Barra,Aseo,6,3090.93
2025-01-06,Jugo Mango 300ml,Bebidas,5,3201.95
2025-01-06,Leche Entera 900ml,Lacteos,5,4443.2
2025-01-06,Lenteja 500g,Granos,2,4890.76
2025-01-06,Mani 50g,Snacks,4,2855.3
2025-01-06,Pan Blandito x5,Panaderia,9,2989.21
2025-01-06,Pan Tajado 500g,Panaderia,4,5814.03
2025-01-06,Papas 30g,Snacks,7,2563.6
2025-01-06,Papel Higienico x4,Aseo,2,9340.16
2025-01-06,Queso Campesino 250g,Lacteos,3,7731.66
2025-01-06,Sal 500g,Despensa,3,1661.66
2025-01-06,Yogurt Fresa 200ml,Lacteos,7,2563.03
2025-01-07,Aceite 1L,Despensa,3,14223.48
2025-01-07,Agua 600ml,Bebidas,5,2267.75
2025-01-07,Arroz 1kg,Despensa,7,4686.3
2025-01-07,Azucar 1kg,Despensa,2,4726.95
2025-01-07,Bebida Energetica 250ml,Bebidas,3,4387.65
2025-01-07,Cafe Molido 250g,Despensa,3,9117.51
2025-01-07,Cerveza Sixpack,Bebidas,3,14251.66
2025-01-07,Chitos 40g,Snacks,3,2739.94
2025-01-07,Detergente 500g,Aseo,1,6690.98
2025-01-07,Frijol 500g,Granos,4,4980.7
2025-01-07,Galletas Chocolate,Snacks,9,3588.43
2025-01-07,Gaseosa Cola 400ml,Bebidas,10,2833.3
2025-01-07,Gaseosa Manzana 400ml,Bebidas,10,2794.71
2025-01-07,Harina Trigo 1kg,Despensa,4,4132.31
2025-01-07,Huevos x30,Despensa,3,16192.9
2025-01-07,Jabon Barra,Aseo,3,3307.55
2025-01-07,Jugo Mango 300ml,Bebidas,5,3385.39
2025-01-07,Leche Entera 900ml,Lacteos,4,4360.09
2025-01-07,Lenteja 500g,Granos,1,4820.19
2025-01-07,Mani 50g,Snacks,3,3170.77
2025-01-07,Pan Blandito x5,Panaderia,1,3298.15
2025-01-07,Pan Tajado 500g,Panaderia,1,5946.14
2025-01-07,Papas 30g,Snacks,8,2698.81
2025-01-07,Papel Higienico x4,Aseo,2,9463.02
2025-01-07,Queso Campesino 250g,Lacteos,3,7350.06
2025-01-07,Sal 500g,Despensa,2,1965.06
2025-01-07,Yogurt Fresa 200ml,Lacteos,4,2657.52
2025-01-08,Aceite 1L,Despensa,3,15914.56
2025-01-08,Agua 600ml,Bebidas,6,2115.05
2025-01-08,Arroz 1kg,Despensa,5,3944.74
2025-01-08,Azucar 1kg,Despensa,5,4831.79
2025-01-08,Bebida Energetica 250ml,Bebidas,1,4514.15
2025-01-08,Cafe Molido 250g,Despensa,3,8892.17
2025-01-08,Cerveza Sixpack,Bebidas,5,13301.48
2025-01-08,Chitos 40g,Snacks,6,2880.86
2025-01-08,Chocolate 250g,Despensa,1,8294.32
2025-01-08,Detergente 500g,Aseo,3,6570.0
2025-01-08,Frijol 500g,Granos,2,4847.68
2025-01-08,Galletas Chocolate,Snacks,6,3563.51
2025-01-08,Gaseosa Cola 400ml,Bebidas,16,2839.83
2025-01-08,Gaseosa Manzana 400ml,Bebidas,13,2956.77
2025-01-08,Harina Trigo 1kg,Despensa,3,3889.37
2025-01-08,Huevos x30,Despensa,6,15164.65
2025-01-08,Jabon Barra,Aseo,3,3325.78
2025-01-08,Jugo Mango 300ml,Bebidas,7,3528.8
2025-01-08,Leche Entera 900ml,Lacteos,11,4300.94
2025-01-08,Lenteja 500g,Granos,1,4860.67
2025-01-08,Mani 50g,Snacks,4,2929.33
2025-01-08,Pan Blandito x5,Panaderia,5,3005.2
2025-01-08,Pan Tajado 500g,Panaderia,1,6096.48
2025-01-08,Papas 30g,Snacks,6,2426.21
2025-01-08,Papel Higienico x4,Aseo,2,8946.44
2025-01-08,Queso Campesino 250g,Lacteos,7,7796.7
2025-01-08,Sal 500g,Despensa,2,2015.53
2025-01-08,Yogurt Fresa 200ml,Lacteos,3,2548.53
2025-01-09,Aceite 1L,Despensa,3,15798.84
2025-01-09,Agua 600ml,Bebidas,11,2245.19
2025-01-09,Arroz 1kg,Despensa,5,4771.77
2025-01-09,Azucar 1kg,Despensa,6,4642.5
2025-01-09,Bebida Energetica 250ml,Bebidas,3,4435.13
2025-01-09,Cafe Molido 250g,Despensa,1,8813.82
2025-01-09,Cerveza Sixpack,Bebidas,6,14808.46
2025-01-09,Chitos 40g,Snacks,2,2579.99
2025-01-09,Chocolate 250g,Despensa,3,8511.24
2025-01-09,Detergente 500g,Aseo,2,6859.16
2025-01-09,Frijol 500g,Granos,2,5238.82
2025-01-09,Galletas Chocolate,Snacks,7,3334.9
2025-01-09,Gaseosa Cola 400ml,Bebidas,8,2799.98
2025-01-09,Gaseosa Manzana 400ml,Bebidas,7,2739.49
2025-01-09,Harina Trigo 1kg,Despensa,2,4470.2
2025-01-09,Huevos x30,Despensa,5,16619.26
2025-01-09,Jabon Barra,Aseo,4,3188.5
2025-01-09,Jugo Mango 300ml,Bebidas,1,3375.49
2025-01-09,Leche Entera 900ml,Lacteos,11,4144.5
2025-01-09,Lenteja 500g,Granos,5,4988.45
2025-01-09,Mani 50g,Snacks,4,2928.22
2025-01-09,Pan Blandito x5,Panaderia,8,3215.46
2025-01-09,Pan Tajado 500g,Panaderia,4,5982.93
2025-01-09,Papas 30g,Snacks,7,2586.81
2025-01-09,Queso Campesino 250g,Lacteos,4,7764.61
2025-01-09,Sal 500g,Despensa,4,1863.42
2025-01-09,Yogurt Fresa 200ml,Lacteos,5,2493.61
2025-01-10,Aceite 1L,Despensa,2,15228.43
2025-01-10,Agua 600ml,Bebidas,11,2227.67
2025-01-10,Arroz 1kg,Despensa,5,4550.84
2025-01-10,Azucar 1kg,Despensa,3,4729.9
2025-01-10,Bebida Energetica 250ml,Bebidas,9,4420.47
2025-01-10,Cafe Molido 250g,Despensa,1,9786.54
2025-01-10,Cerveza Sixpack,Bebidas,4,14630.58
2025-01-10,Chitos 40g,Snacks,3,2764.2
2025-01-10,Chocolate 250g,Despensa,3,8522.77
2025-01-10,Detergente 500g,Aseo,2,6761.48
2025-01-10,Frijol 500g,Granos,3,5261.79
2025-01-10,Galletas Chocolate,Snacks,5,3675.41
2025-01-10,Gaseosa Cola 400ml,Bebidas,15,3050.17
2025-01-10,Gaseosa Manzana 400ml,Bebidas,11,2793.71
2025-01-10,Harina Trigo 1kg,Despensa,1,4122.2
2025-01-10,Huevos x30,Despensa,3,16662.53
2025-01-10,Jabon Barra,Aseo,3,3209.2
2025-01-10,Jugo Mango 300ml,Bebidas,9,3328.73
2025-01-10,Leche Entera 900ml,Lacteos,7,4081.83
2025-01-10,Lenteja 500g,Granos,5,4882.35
2025-01-10,Mani 50g,Snacks,3,2472.16
2025-01-10,Pan Blandito x5,Panaderia,3,3055.83
2025-01-10,Pan Tajado 500g,Panaderia,3,5909.44
2025-01-10,Papas 30g,Snacks,9,2474.12
